batsman,bowler,ball,run,avg,runs,balls
AC Gilchrist,DR Tuffey,1,0,1.33990147783,272,203
AC Gilchrist,DR Tuffey,2,0,1.33990147783,272,203
MJ Clarke,DR Tuffey,3,0,0.995918367347,488,490
MJ Clarke,DR Tuffey,4,1,0.995918367347,488,490
AC Gilchrist,DR Tuffey,5,1,1.33990147783,272,203
MJ Clarke,DR Tuffey,6,6,0.995918367347,488,490
MJ Clarke,DR Tuffey,7,0,0.995918367347,488,490
A Symonds,KD Mills,1,0,1.65196078431,337,204
A Symonds,KD Mills,2,4,1.65196078431,337,204
A Symonds,KD Mills,3,6,1.65196078431,337,204
A Symonds,KD Mills,4,1,1.65196078431,337,204
AC Gilchrist,KD Mills,5,0,1.33990147783,272,203
RT Ponting,KD Mills,6,1,1.28938906752,401,311
RT Ponting,DR Tuffey,1,0,1.28938906752,401,311
RT Ponting,DR Tuffey,2,0,1.28938906752,401,311
RT Ponting,DR Tuffey,3,0,1.28938906752,401,311
A Symonds,DR Tuffey,4,2,1.65196078431,337,204
A Symonds,DR Tuffey,5,0,1.65196078431,337,204
A Symonds,DR Tuffey,6,1,1.65196078431,337,204
A Symonds,KD Mills,1,4,1.65196078431,337,204
A Symonds,KD Mills,2,0,1.65196078431,337,204
A Symonds,KD Mills,3,6,1.65196078431,337,204
A Symonds,KD Mills,4,4,1.65196078431,337,204
A Symonds,KD Mills,5,4,1.65196078431,337,204
A Symonds,KD Mills,6,0,1.65196078431,337,204
A Symonds,KD Mills,7,0,1.65196078431,337,204
A Symonds,KD Mills,8,0,1.65196078431,337,204
RT Ponting,DR Tuffey,1,4,1.28938906752,401,311
RT Ponting,DR Tuffey,2,1,1.28938906752,401,311
DR Martyn,DR Tuffey,3,0,1.55844155844,120,77
DR Martyn,DR Tuffey,4,0,1.55844155844,120,77
DR Martyn,DR Tuffey,5,2,1.55844155844,120,77
DR Martyn,DR Tuffey,6,1,1.55844155844,120,77
DR Martyn,KD Mills,1,0,1.55844155844,120,77
SM Katich,KD Mills,2,1,1.4375,69,48
RT Ponting,KD Mills,3,1,1.28938906752,401,311
SM Katich,KD Mills,4,1,1.4375,69,48
RT Ponting,KD Mills,5,0,1.28938906752,401,311
RT Ponting,KD Mills,6,1,1.28938906752,401,311
RT Ponting,CL Cairns,1,1,1.28938906752,401,311
SM Katich,CL Cairns,2,1,1.4375,69,48
RT Ponting,CL Cairns,3,1,1.28938906752,401,311
SM Katich,CL Cairns,4,1,1.4375,69,48
RT Ponting,CL Cairns,5,1,1.28938906752,401,311
SM Katich,CL Cairns,6,1,1.4375,69,48
SM Katich,KD Mills,1,0,1.4375,69,48
SM Katich,KD Mills,2,1,1.4375,69,48
RT Ponting,KD Mills,3,4,1.28938906752,401,311
RT Ponting,KD Mills,4,1,1.28938906752,401,311
SM Katich,KD Mills,5,1,1.4375,69,48
RT Ponting,KD Mills,6,1,1.28938906752,401,311
RT Ponting,CL Cairns,1,1,1.28938906752,401,311
SM Katich,CL Cairns,2,0,1.4375,69,48
SM Katich,CL Cairns,3,1,1.4375,69,48
RT Ponting,CL Cairns,4,4,1.28938906752,401,311
RT Ponting,CL Cairns,5,0,1.28938906752,401,311
RT Ponting,CL Cairns,6,1,1.28938906752,401,311
RT Ponting,JW Wilson,1,4,1.28938906752,401,311
RT Ponting,JW Wilson,2,1,1.28938906752,401,311
SM Katich,JW Wilson,3,1,1.4375,69,48
RT Ponting,JW Wilson,4,1,1.28938906752,401,311
SM Katich,JW Wilson,5,1,1.4375,69,48
RT Ponting,JW Wilson,6,2,1.28938906752,401,311
SM Katich,AR Adams,1,1,1.4375,69,48
RT Ponting,AR Adams,2,1,1.28938906752,401,311
SM Katich,AR Adams,3,1,1.4375,69,48
RT Ponting,AR Adams,4,0,1.28938906752,401,311
RT Ponting,AR Adams,5,0,1.28938906752,401,311
RT Ponting,AR Adams,6,2,1.28938906752,401,311
SM Katich,JW Wilson,1,6,1.4375,69,48
SM Katich,JW Wilson,2,0,1.4375,69,48
SM Katich,JW Wilson,3,4,1.4375,69,48
SM Katich,JW Wilson,4,4,1.4375,69,48
SM Katich,JW Wilson,5,0,1.4375,69,48
SM Katich,JW Wilson,6,0,1.4375,69,48
SM Katich,AR Adams,1,0,1.4375,69,48
SM Katich,AR Adams,2,1,1.4375,69,48
RT Ponting,AR Adams,3,4,1.28938906752,401,311
RT Ponting,AR Adams,4,1,1.28938906752,401,311
SM Katich,AR Adams,5,1,1.4375,69,48
RT Ponting,AR Adams,6,1,1.28938906752,401,311
RT Ponting,JW Wilson,1,2,1.28938906752,401,311
RT Ponting,JW Wilson,2,0,1.28938906752,401,311
RT Ponting,JW Wilson,3,4,1.28938906752,401,311
RT Ponting,JW Wilson,4,0,1.28938906752,401,311
RT Ponting,JW Wilson,5,6,1.28938906752,401,311
RT Ponting,JW Wilson,6,1,1.28938906752,401,311
RT Ponting,CL Cairns,1,1,1.28938906752,401,311
SM Katich,CL Cairns,2,2,1.4375,69,48
SM Katich,CL Cairns,3,0,1.4375,69,48
MEK Hussey,CL Cairns,4,1,1.33025830258,721,542
RT Ponting,CL Cairns,5,2,1.28938906752,401,311
RT Ponting,CL Cairns,6,1,1.28938906752,401,311
RT Ponting,JW Wilson,1,1,1.28938906752,401,311
MEK Hussey,JW Wilson,2,2,1.33025830258,721,542
MEK Hussey,JW Wilson,3,0,1.33025830258,721,542
MEK Hussey,JW Wilson,4,1,1.33025830258,721,542
RT Ponting,JW Wilson,5,1,1.28938906752,401,311
MEK Hussey,JW Wilson,6,1,1.33025830258,721,542
MEK Hussey,CL Cairns,1,1,1.33025830258,721,542
RT Ponting,CL Cairns,2,1,1.28938906752,401,311
MEK Hussey,CL Cairns,3,1,1.33025830258,721,542
RT Ponting,CL Cairns,4,0,1.28938906752,401,311
RT Ponting,CL Cairns,5,1,1.28938906752,401,311
MEK Hussey,CL Cairns,6,4,1.33025830258,721,542
RT Ponting,AR Adams,1,1,1.28938906752,401,311
MEK Hussey,AR Adams,2,1,1.33025830258,721,542
RT Ponting,AR Adams,3,1,1.28938906752,401,311
MEK Hussey,AR Adams,4,0,1.33025830258,721,542
MEK Hussey,AR Adams,5,6,1.33025830258,721,542
MEK Hussey,AR Adams,6,6,1.33025830258,721,542
RT Ponting,DR Tuffey,1,6,1.28938906752,401,311
RT Ponting,DR Tuffey,2,2,1.28938906752,401,311
RT Ponting,DR Tuffey,3,6,1.28938906752,401,311
RT Ponting,DR Tuffey,4,6,1.28938906752,401,311
RT Ponting,DR Tuffey,5,4,1.28938906752,401,311
RT Ponting,DR Tuffey,6,6,1.28938906752,401,311
MEK Hussey,AR Adams,1,1,1.33025830258,721,542
RT Ponting,AR Adams,2,4,1.28938906752,401,311
RT Ponting,AR Adams,3,0,1.28938906752,401,311
RT Ponting,AR Adams,4,1,1.28938906752,401,311
MEK Hussey,AR Adams,5,6,1.33025830258,721,542
MEK Hussey,AR Adams,6,0,1.33025830258,721,542
BB McCullum,B Lee,1,0,1.31854590265,2140,1623
BB McCullum,B Lee,2,0,1.31854590265,2140,1623
BB McCullum,B Lee,3,1,1.31854590265,2140,1623
SP Fleming,B Lee,4,0,1.26436781609,110,87
SP Fleming,B Lee,5,1,1.26436781609,110,87
BB McCullum,B Lee,6,0,1.31854590265,2140,1623
SP Fleming,GD McGrath,1,4,1.26436781609,110,87
SP Fleming,GD McGrath,2,1,1.26436781609,110,87
BB McCullum,GD McGrath,3,1,1.31854590265,2140,1623
SP Fleming,GD McGrath,4,2,1.26436781609,110,87
SP Fleming,GD McGrath,5,1,1.26436781609,110,87
BB McCullum,GD McGrath,6,1,1.31854590265,2140,1623
BB McCullum,B Lee,1,0,1.31854590265,2140,1623
BB McCullum,B Lee,2,0,1.31854590265,2140,1623
BB McCullum,B Lee,3,1,1.31854590265,2140,1623
SP Fleming,B Lee,4,0,1.26436781609,110,87
SP Fleming,B Lee,5,4,1.26436781609,110,87
SP Fleming,B Lee,6,4,1.26436781609,110,87
BB McCullum,GD McGrath,1,4,1.31854590265,2140,1623
BB McCullum,GD McGrath,2,0,1.31854590265,2140,1623
BB McCullum,GD McGrath,3,4,1.31854590265,2140,1623
BB McCullum,GD McGrath,4,6,1.31854590265,2140,1623
BB McCullum,GD McGrath,5,1,1.31854590265,2140,1623
SP Fleming,GD McGrath,6,0,1.26436781609,110,87
BB McCullum,B Lee,1,0,1.31854590265,2140,1623
BB McCullum,B Lee,2,3,1.31854590265,2140,1623
SP Fleming,B Lee,3,0,1.26436781609,110,87
SP Fleming,B Lee,4,1,1.26436781609,110,87
BB McCullum,B Lee,5,0,1.31854590265,2140,1623
BB McCullum,B Lee,6,4,1.31854590265,2140,1623
BB McCullum,B Lee,7,4,1.31854590265,2140,1623
SP Fleming,MS Kasprowicz,1,0,1.26436781609,110,87
MS Sinclair,MS Kasprowicz,2,0,0.0,0,5
BB McCullum,MS Kasprowicz,3,0,1.31854590265,2140,1623
BB McCullum,MS Kasprowicz,4,1,1.31854590265,2140,1623
SB Styris,MS Kasprowicz,5,2,1.1724137931,578,493
SB Styris,MS Kasprowicz,6,0,1.1724137931,578,493
BB McCullum,JR Hopes,1,0,1.31854590265,2140,1623
BB McCullum,JR Hopes,2,1,1.31854590265,2140,1623
SB Styris,JR Hopes,3,2,1.1724137931,578,493
SB Styris,JR Hopes,4,6,1.1724137931,578,493
SB Styris,JR Hopes,5,2,1.1724137931,578,493
SB Styris,JR Hopes,6,0,1.1724137931,578,493
BB McCullum,MS Kasprowicz,1,4,1.31854590265,2140,1623
BB McCullum,MS Kasprowicz,2,0,1.31854590265,2140,1623
CD McMillan,MS Kasprowicz,3,0,1.57142857143,187,119
CD McMillan,MS Kasprowicz,4,0,1.57142857143,187,119
CD McMillan,MS Kasprowicz,5,1,1.57142857143,187,119
SB Styris,MS Kasprowicz,6,1,1.1724137931,578,493
CD McMillan,MS Kasprowicz,7,6,1.57142857143,187,119
SB Styris,JR Hopes,1,2,1.1724137931,578,493
SB Styris,JR Hopes,2,0,1.1724137931,578,493
SB Styris,JR Hopes,3,4,1.1724137931,578,493
SB Styris,JR Hopes,4,1,1.1724137931,578,493
CD McMillan,JR Hopes,5,1,1.57142857143,187,119
SB Styris,JR Hopes,6,1,1.1724137931,578,493
SB Styris,MS Kasprowicz,1,1,1.1724137931,578,493
CD McMillan,MS Kasprowicz,2,0,1.57142857143,187,119
CD McMillan,MS Kasprowicz,3,1,1.57142857143,187,119
SB Styris,MS Kasprowicz,4,4,1.1724137931,578,493
SB Styris,MS Kasprowicz,5,1,1.1724137931,578,493
CD McMillan,MS Kasprowicz,6,0,1.57142857143,187,119
SB Styris,JR Hopes,1,1,1.1724137931,578,493
CD McMillan,JR Hopes,2,0,1.57142857143,187,119
SB Styris,JR Hopes,3,1,1.1724137931,578,493
CL Cairns,JR Hopes,4,0,0.214285714286,3,14
CL Cairns,JR Hopes,5,0,0.214285714286,3,14
CL Cairns,JR Hopes,6,1,0.214285714286,3,14
CL Cairns,MS Kasprowicz,1,0,0.214285714286,3,14
SB Styris,MS Kasprowicz,2,1,1.1724137931,578,493
HJH Marshall,MS Kasprowicz,3,2,0.857142857143,12,14
HJH Marshall,MS Kasprowicz,4,2,0.857142857143,12,14
HJH Marshall,MS Kasprowicz,5,0,0.857142857143,12,14
HJH Marshall,MS Kasprowicz,6,1,0.857142857143,12,14
HJH Marshall,A Symonds,1,1,0.857142857143,12,14
SB Styris,A Symonds,2,1,1.1724137931,578,493
HJH Marshall,A Symonds,3,2,0.857142857143,12,14
HJH Marshall,A Symonds,4,0,0.857142857143,12,14
AR Adams,A Symonds,5,0,1.08333333333,13,12
AR Adams,A Symonds,6,1,1.08333333333,13,12
AR Adams,MJ Clarke,1,0,1.08333333333,13,12
AR Adams,MJ Clarke,2,1,1.08333333333,13,12
SB Styris,MJ Clarke,3,1,1.1724137931,578,493
AR Adams,MJ Clarke,4,1,1.08333333333,13,12
SB Styris,MJ Clarke,5,1,1.1724137931,578,493
AR Adams,MJ Clarke,6,4,1.08333333333,13,12
SB Styris,A Symonds,1,0,1.1724137931,578,493
SB Styris,A Symonds,2,6,1.1724137931,578,493
SB Styris,A Symonds,3,1,1.1724137931,578,493
AR Adams,A Symonds,4,0,1.08333333333,13,12
SB Styris,A Symonds,5,1,1.1724137931,578,493
JW Wilson,A Symonds,6,1,1.28571428571,18,14
JW Wilson,MJ Clarke,1,0,1.28571428571,18,14
JW Wilson,MJ Clarke,2,1,1.28571428571,18,14
SB Styris,MJ Clarke,3,0,1.1724137931,578,493
SB Styris,MJ Clarke,4,0,1.1724137931,578,493
SB Styris,MJ Clarke,5,1,1.1724137931,578,493
JW Wilson,MJ Clarke,6,1,1.28571428571,18,14
JW Wilson,A Symonds,1,4,1.28571428571,18,14
JW Wilson,A Symonds,2,1,1.28571428571,18,14
SB Styris,A Symonds,3,4,1.1724137931,578,493
SB Styris,A Symonds,4,2,1.1724137931,578,493
SB Styris,A Symonds,5,4,1.1724137931,578,493
SB Styris,A Symonds,6,4,1.1724137931,578,493
JW Wilson,GD McGrath,1,4,1.28571428571,18,14
JW Wilson,GD McGrath,2,1,1.28571428571,18,14
SB Styris,GD McGrath,3,2,1.1724137931,578,493
SB Styris,GD McGrath,4,6,1.1724137931,578,493
SB Styris,GD McGrath,5,0,1.1724137931,578,493
SB Styris,GD McGrath,6,1,1.1724137931,578,493
SB Styris,B Lee,1,1,1.1724137931,578,493
JW Wilson,B Lee,2,0,1.28571428571,18,14
JW Wilson,B Lee,3,0,1.28571428571,18,14
JW Wilson,B Lee,4,1,1.28571428571,18,14
SB Styris,B Lee,5,0,1.1724137931,578,493
SB Styris,B Lee,6,0,1.1724137931,578,493
JW Wilson,GD McGrath,1,2,1.28571428571,18,14
JW Wilson,GD McGrath,2,2,1.28571428571,18,14
JW Wilson,GD McGrath,3,0,1.28571428571,18,14
DR Tuffey,GD McGrath,4,4,1.0,5,5
DR Tuffey,GD McGrath,5,1,1.0,5,5
KD Mills,GD McGrath,6,0,1.096,137,125
ME Trescothick,B Lee,1,0,1.22962962963,166,135
ME Trescothick,B Lee,2,1,1.22962962963,166,135
GO Jones,B Lee,3,0,1.32,33,25
GO Jones,B Lee,4,0,1.32,33,25
GO Jones,B Lee,5,0,1.32,33,25
GO Jones,B Lee,6,0,1.32,33,25
GO Jones,B Lee,7,2,1.32,33,25
ME Trescothick,GD McGrath,1,0,1.22962962963,166,135
ME Trescothick,GD McGrath,2,0,1.22962962963,166,135
ME Trescothick,GD McGrath,3,0,1.22962962963,166,135
ME Trescothick,GD McGrath,4,0,1.22962962963,166,135
ME Trescothick,GD McGrath,5,0,1.22962962963,166,135
ME Trescothick,GD McGrath,6,0,1.22962962963,166,135
ME Trescothick,GD McGrath,7,1,1.22962962963,166,135
ME Trescothick,B Lee,1,4,1.22962962963,166,135
ME Trescothick,B Lee,2,1,1.22962962963,166,135
GO Jones,B Lee,3,0,1.32,33,25
GO Jones,B Lee,4,4,1.32,33,25
GO Jones,B Lee,5,4,1.32,33,25
GO Jones,B Lee,6,1,1.32,33,25
GO Jones,GD McGrath,1,0,1.32,33,25
GO Jones,GD McGrath,2,4,1.32,33,25
GO Jones,GD McGrath,3,4,1.32,33,25
GO Jones,GD McGrath,4,0,1.32,33,25
GO Jones,GD McGrath,5,0,1.32,33,25
ME Trescothick,GD McGrath,6,1,1.22962962963,166,135
ME Trescothick,B Lee,1,1,1.22962962963,166,135
A Flintoff,B Lee,2,1,1.22580645161,76,62
ME Trescothick,B Lee,3,4,1.22962962963,166,135
ME Trescothick,B Lee,4,1,1.22962962963,166,135
A Flintoff,B Lee,5,0,1.22580645161,76,62
A Flintoff,B Lee,6,1,1.22580645161,76,62
ME Trescothick,B Lee,7,0,1.22962962963,166,135
A Flintoff,B Lee,8,3,1.22580645161,76,62
A Flintoff,MS Kasprowicz,1,1,1.22580645161,76,62
ME Trescothick,MS Kasprowicz,2,0,1.22962962963,166,135
ME Trescothick,MS Kasprowicz,3,4,1.22962962963,166,135
ME Trescothick,MS Kasprowicz,4,1,1.22962962963,166,135
A Flintoff,MS Kasprowicz,5,0,1.22580645161,76,62
KP Pietersen,MS Kasprowicz,6,1,1.3738317757,1176,856
KP Pietersen,JN Gillespie,1,1,1.3738317757,1176,856
ME Trescothick,JN Gillespie,2,0,1.22962962963,166,135
ME Trescothick,JN Gillespie,3,1,1.22962962963,166,135
KP Pietersen,JN Gillespie,4,0,1.3738317757,1176,856
KP Pietersen,JN Gillespie,5,4,1.3738317757,1176,856
KP Pietersen,JN Gillespie,6,2,1.3738317757,1176,856
ME Trescothick,MS Kasprowicz,1,1,1.22962962963,166,135
KP Pietersen,MS Kasprowicz,2,4,1.3738317757,1176,856
KP Pietersen,MS Kasprowicz,3,2,1.3738317757,1176,856
KP Pietersen,MS Kasprowicz,4,1,1.3738317757,1176,856
ME Trescothick,MS Kasprowicz,5,1,1.22962962963,166,135
KP Pietersen,MS Kasprowicz,6,1,1.3738317757,1176,856
KP Pietersen,JN Gillespie,1,1,1.3738317757,1176,856
ME Trescothick,JN Gillespie,2,1,1.22962962963,166,135
KP Pietersen,JN Gillespie,3,1,1.3738317757,1176,856
ME Trescothick,JN Gillespie,4,4,1.22962962963,166,135
ME Trescothick,JN Gillespie,5,1,1.22962962963,166,135
KP Pietersen,JN Gillespie,6,6,1.3738317757,1176,856
ME Trescothick,MS Kasprowicz,1,1,1.22962962963,166,135
KP Pietersen,MS Kasprowicz,2,2,1.3738317757,1176,856
KP Pietersen,MS Kasprowicz,3,4,1.3738317757,1176,856
KP Pietersen,MS Kasprowicz,4,1,1.3738317757,1176,856
ME Trescothick,MS Kasprowicz,5,1,1.22962962963,166,135
KP Pietersen,MS Kasprowicz,6,2,1.3738317757,1176,856
ME Trescothick,MJ Clarke,1,1,1.22962962963,166,135
KP Pietersen,MJ Clarke,2,1,1.3738317757,1176,856
ME Trescothick,MJ Clarke,3,4,1.22962962963,166,135
ME Trescothick,MJ Clarke,4,1,1.22962962963,166,135
KP Pietersen,MJ Clarke,5,0,1.3738317757,1176,856
ME Trescothick,MJ Clarke,6,1,1.22962962963,166,135
ME Trescothick,A Symonds,1,1,1.22962962963,166,135
MP Vaughan,A Symonds,2,0,1.22727272727,27,22
PD Collingwood,A Symonds,3,0,1.24839400428,583,467
PD Collingwood,A Symonds,4,1,1.24839400428,583,467
ME Trescothick,A Symonds,5,1,1.22962962963,166,135
PD Collingwood,A Symonds,6,1,1.24839400428,583,467
PD Collingwood,MJ Clarke,1,1,1.24839400428,583,467
ME Trescothick,MJ Clarke,2,0,1.22962962963,166,135
ME Trescothick,MJ Clarke,3,1,1.22962962963,166,135
PD Collingwood,MJ Clarke,4,0,1.24839400428,583,467
PD Collingwood,MJ Clarke,5,1,1.24839400428,583,467
ME Trescothick,MJ Clarke,6,1,1.22962962963,166,135
ME Trescothick,A Symonds,1,0,1.22962962963,166,135
PD Collingwood,A Symonds,2,0,1.24839400428,583,467
PD Collingwood,A Symonds,3,1,1.24839400428,583,467
AJ Strauss,A Symonds,4,0,1.07352941176,73,68
AJ Strauss,A Symonds,5,1,1.07352941176,73,68
PD Collingwood,A Symonds,6,0,1.24839400428,583,467
AJ Strauss,MJ Clarke,1,3,1.07352941176,73,68
PD Collingwood,MJ Clarke,2,2,1.24839400428,583,467
PD Collingwood,MJ Clarke,3,1,1.24839400428,583,467
AJ Strauss,MJ Clarke,4,0,1.07352941176,73,68
AJ Strauss,MJ Clarke,5,1,1.07352941176,73,68
PD Collingwood,MJ Clarke,6,6,1.24839400428,583,467
AJ Strauss,A Symonds,1,1,1.07352941176,73,68
PD Collingwood,A Symonds,2,1,1.24839400428,583,467
AJ Strauss,A Symonds,3,0,1.07352941176,73,68
AJ Strauss,A Symonds,4,1,1.07352941176,73,68
PD Collingwood,A Symonds,5,4,1.24839400428,583,467
PD Collingwood,A Symonds,6,1,1.24839400428,583,467
PD Collingwood,JN Gillespie,1,1,1.24839400428,583,467
AJ Strauss,JN Gillespie,2,0,1.07352941176,73,68
AJ Strauss,JN Gillespie,3,4,1.07352941176,73,68
AJ Strauss,JN Gillespie,4,0,1.07352941176,73,68
AJ Strauss,JN Gillespie,5,1,1.07352941176,73,68
PD Collingwood,JN Gillespie,6,4,1.24839400428,583,467
PD Collingwood,JN Gillespie,7,6,1.24839400428,583,467
AJ Strauss,GD McGrath,1,2,1.07352941176,73,68
AJ Strauss,GD McGrath,2,1,1.07352941176,73,68
PD Collingwood,GD McGrath,3,1,1.24839400428,583,467
AJ Strauss,GD McGrath,4,2,1.07352941176,73,68
AJ Strauss,GD McGrath,5,1,1.07352941176,73,68
PD Collingwood,GD McGrath,6,1,1.24839400428,583,467
PD Collingwood,JN Gillespie,1,1,1.24839400428,583,467
AJ Strauss,JN Gillespie,2,0,1.07352941176,73,68
VS Solanki,JN Gillespie,3,1,1.24590163934,76,61
PD Collingwood,JN Gillespie,4,0,1.24839400428,583,467
PD Collingwood,JN Gillespie,5,4,1.24839400428,583,467
PD Collingwood,JN Gillespie,6,4,1.24839400428,583,467
VS Solanki,GD McGrath,1,2,1.24590163934,76,61
VS Solanki,GD McGrath,2,4,1.24590163934,76,61
VS Solanki,GD McGrath,3,2,1.24590163934,76,61
VS Solanki,GD McGrath,4,0,1.24590163934,76,61
PD Collingwood,GD McGrath,5,4,1.24839400428,583,467
PD Collingwood,GD McGrath,6,0,1.24839400428,583,467
AC Gilchrist,D Gough,1,0,1.33990147783,272,203
AC Gilchrist,D Gough,2,4,1.33990147783,272,203
AC Gilchrist,D Gough,3,0,1.33990147783,272,203
AC Gilchrist,D Gough,4,0,1.33990147783,272,203
AC Gilchrist,D Gough,5,4,1.33990147783,272,203
AC Gilchrist,D Gough,6,0,1.33990147783,272,203
ML Hayden,J Lewis,1,4,1.4128440367,308,218
ML Hayden,J Lewis,2,1,1.4128440367,308,218
AC Gilchrist,J Lewis,3,0,1.33990147783,272,203
AC Gilchrist,J Lewis,4,0,1.33990147783,272,203
AC Gilchrist,J Lewis,5,4,1.33990147783,272,203
AC Gilchrist,J Lewis,6,1,1.33990147783,272,203
AC Gilchrist,D Gough,1,0,1.33990147783,272,203
ML Hayden,D Gough,2,1,1.4128440367,308,218
AC Gilchrist,D Gough,3,0,1.33990147783,272,203
AC Gilchrist,D Gough,4,2,1.33990147783,272,203
AC Gilchrist,D Gough,5,0,1.33990147783,272,203
ML Hayden,D Gough,6,0,1.4128440367,308,218
A Symonds,D Gough,7,0,1.65196078431,337,204
MJ Clarke,J Lewis,1,0,0.995918367347,488,490
MEK Hussey,J Lewis,2,0,1.33025830258,721,542
MEK Hussey,J Lewis,3,1,1.33025830258,721,542
A Symonds,J Lewis,4,0,1.65196078431,337,204
RT Ponting,J Lewis,5,0,1.28938906752,401,311
RT Ponting,J Lewis,6,0,1.28938906752,401,311
MEK Hussey,D Gough,1,0,1.33025830258,721,542
MEK Hussey,D Gough,2,0,1.33025830258,721,542
MEK Hussey,D Gough,3,0,1.33025830258,721,542
MEK Hussey,D Gough,4,0,1.33025830258,721,542
DR Martyn,D Gough,5,0,1.55844155844,120,77
DR Martyn,D Gough,6,4,1.55844155844,120,77
RT Ponting,J Lewis,1,0,1.28938906752,401,311
B Lee,J Lewis,2,0,1.42253521127,101,71
B Lee,J Lewis,3,3,1.42253521127,101,71
DR Martyn,J Lewis,4,0,1.55844155844,120,77
DR Martyn,J Lewis,5,0,1.55844155844,120,77
JN Gillespie,J Lewis,6,0,1.33333333333,24,18
B Lee,SJ Harmison,1,0,1.42253521127,101,71
B Lee,SJ Harmison,2,1,1.42253521127,101,71
JN Gillespie,SJ Harmison,3,0,1.33333333333,24,18
JN Gillespie,SJ Harmison,4,1,1.33333333333,24,18
B Lee,SJ Harmison,5,4,1.42253521127,101,71
B Lee,SJ Harmison,6,1,1.42253521127,101,71
JN Gillespie,SJ Harmison,7,0,1.33333333333,24,18
B Lee,J Lewis,1,2,1.42253521127,101,71
B Lee,J Lewis,2,1,1.42253521127,101,71
JN Gillespie,J Lewis,3,0,1.33333333333,24,18
JN Gillespie,J Lewis,4,4,1.33333333333,24,18
JN Gillespie,J Lewis,5,0,1.33333333333,24,18
JN Gillespie,J Lewis,6,3,1.33333333333,24,18
JN Gillespie,SJ Harmison,1,4,1.33333333333,24,18
JN Gillespie,SJ Harmison,2,0,1.33333333333,24,18
JN Gillespie,SJ Harmison,3,0,1.33333333333,24,18
JN Gillespie,SJ Harmison,4,1,1.33333333333,24,18
B Lee,SJ Harmison,5,0,1.42253521127,101,71
B Lee,SJ Harmison,6,0,1.42253521127,101,71
JN Gillespie,A Flintoff,1,4,1.33333333333,24,18
JN Gillespie,A Flintoff,2,4,1.33333333333,24,18
JN Gillespie,A Flintoff,3,1,1.33333333333,24,18
B Lee,A Flintoff,4,1,1.42253521127,101,71
JN Gillespie,A Flintoff,5,1,1.33333333333,24,18
B Lee,A Flintoff,6,0,1.42253521127,101,71
JN Gillespie,PD Collingwood,1,1,1.33333333333,24,18
B Lee,PD Collingwood,2,0,1.42253521127,101,71
JN Gillespie,PD Collingwood,3,0,1.33333333333,24,18
B Lee,PD Collingwood,4,1,1.42253521127,101,71
MS Kasprowicz,PD Collingwood,5,0,0.5,3,6
MS Kasprowicz,PD Collingwood,6,0,0.5,3,6
B Lee,A Flintoff,1,0,1.42253521127,101,71
B Lee,A Flintoff,2,0,1.42253521127,101,71
B Lee,A Flintoff,3,0,1.42253521127,101,71
B Lee,A Flintoff,4,0,1.42253521127,101,71
MS Kasprowicz,A Flintoff,5,0,0.5,3,6
MS Kasprowicz,A Flintoff,6,1,0.5,3,6
B Lee,A Flintoff,7,1,1.42253521127,101,71
B Lee,PD Collingwood,1,0,1.42253521127,101,71
MS Kasprowicz,PD Collingwood,2,1,0.5,3,6
GD McGrath,PD Collingwood,3,0,0.416666666667,5,12
GD McGrath,PD Collingwood,4,3,0.416666666667,5,12
MS Kasprowicz,PD Collingwood,5,1,0.5,3,6
GD McGrath,PD Collingwood,6,1,0.416666666667,5,12
GD McGrath,A Flintoff,1,0,0.416666666667,5,12
GD McGrath,A Flintoff,2,0,0.416666666667,5,12
GD McGrath,A Flintoff,3,0,0.416666666667,5,12
GD McGrath,A Flintoff,4,0,0.416666666667,5,12
GD McGrath,A Flintoff,5,0,0.416666666667,5,12
GD McGrath,A Flintoff,6,1,0.416666666667,5,12
GD McGrath,SJ Harmison,1,0,0.416666666667,5,12
GD McGrath,SJ Harmison,2,0,0.416666666667,5,12
GD McGrath,SJ Harmison,3,0,0.416666666667,5,12
GC Smith,SE Bond,1,0,1.21143617021,911,752
GC Smith,SE Bond,2,0,1.21143617021,911,752
GC Smith,SE Bond,3,4,1.21143617021,911,752
GC Smith,SE Bond,4,4,1.21143617021,911,752
GC Smith,SE Bond,5,0,1.21143617021,911,752
GC Smith,SE Bond,6,4,1.21143617021,911,752
JH Kallis,KD Mills,1,0,1.18085106383,666,564
JH Kallis,KD Mills,2,1,1.18085106383,666,564
GC Smith,KD Mills,3,0,1.21143617021,911,752
GC Smith,KD Mills,4,2,1.21143617021,911,752
GC Smith,KD Mills,5,0,1.21143617021,911,752
GC Smith,KD Mills,6,4,1.21143617021,911,752
GC Smith,KD Mills,7,3,1.21143617021,911,752
GC Smith,SE Bond,1,2,1.21143617021,911,752
GC Smith,SE Bond,2,0,1.21143617021,911,752
GC Smith,SE Bond,3,0,1.21143617021,911,752
GC Smith,SE Bond,4,0,1.21143617021,911,752
GC Smith,SE Bond,5,1,1.21143617021,911,752
JH Kallis,SE Bond,6,4,1.18085106383,666,564
GC Smith,KD Mills,1,1,1.21143617021,911,752
JH Kallis,KD Mills,2,0,1.18085106383,666,564
JH Kallis,KD Mills,3,0,1.18085106383,666,564
JH Kallis,KD Mills,4,1,1.18085106383,666,564
